DATAFLOW,REF_AREA:Geographic area,INDICATOR:Indicator,SEX:Sex,EDUCATION_LEVEL:Education Level,WEALTH_QUINTILE:Wealth Quintile,RESIDENCE:Residence,UNIT_MEASURE:Unit of measure,TIME_PERIOD:Time period,OBS_VALUE:Observation Value,UNIT_MULTIPLIER:Unit multiplier,SOURCE_LINK:Citation of or link to the data source,SERIES_FOOTNOTE:Series footnote,OBS_STATUS:Observation Status,DATA_SOURCE:Data Source,OBS_CONF:Observation confidentaility,TIME_PERIOD_METHOD:Time period activity related to when the data are collected,COVERAGE_TIME:The period of time for which data are provided,OBS_FOOTNOTE:Observation footnote,FREQ_COLL:Time interval at which the source data are collected
UNICEF:EDUCATION(1.0): Education,PAK: Pakistan,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,_T: Total,ISCED11_3: Upper secondary education,Q5: Highest,_T: Total,PCNT: %,2018,68.76653,,,,AD: Adjusted,DHS 2017-18,,EOF: End of fieldwork,2017-18,,0: Not Known
UNICEF:EDUCATION(1.0): Education,PAK: Pakistan,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,_T: Total,ISCED11_3: Upper secondary education,_T: Total,R: Rural,PCNT: %,2018,25.04118,,,,AD: Adjusted,DHS 2017-18,,EOF: End of fieldwork,2017-18,,0: Not Known
UNICEF:EDUCATION(1.0): Education,PAK: Pakistan,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,_T: Total,ISCED11_3: Upper secondary education,_T: Total,U: Urban,PCNT: %,2018,46.74723,,,,AD: Adjusted,DHS 2017-18,,EOF: End of fieldwork,2017-18,,0: Not Known
UNICEF:EDUCATION(1.0): Education,PAK: Pakistan,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,_T: Total,ISCED11_3: Upper secondary education,_T: Total,_T: Total,PCNT: %,2018,32.61494,,,,AD: Adjusted,DHS 2017-18,,EOF: End of fieldwork,2017-18,,0: Not Known
UNICEF:EDUCATION(1.0): Education,PAK: Pakistan,ED_CR_L1: Completion rate for children of primary school age,F: Female,ISCED11_1: Primary education,_T: Total,_T: Total,PCNT: %,2018,55.42043,,,,AD: Adjusted,DHS 2017-18,,EOF: End of fieldwork,2017-18,,0: Not Known
UNICEF:EDUCATION(1.0): Education,PAK: Pakistan,ED_CR_L1: Completion rate for children of primary school age,M: Male,ISCED11_1: Primary education,_T: Total,_T: Total,PCNT: %,2018,64.035,,,,AD: Adjusted,DHS 2017-18,,EOF: End of fieldwork,2017-18,,0: Not Known
UNICEF:EDUCATION(1.0): Education,PAK: Pakistan,ED_CR_L1: Completion rate for children of primary school age,_T: Total,ISCED11_1: Primary education,Q1: Lowest,_T: Total,PCNT: %,2018,28.41579,,,,AD: Adjusted,DHS 2017-18,,EOF: End of fieldwork,2017-18,,0: Not Known
UNICEF:EDUCATION(1.0): Education,PAK: Pakistan,ED_CR_L1: Completion rate for children of primary school age,_T: Total,ISCED11_1: Primary education,Q2: Second,_T: Total,PCNT: %,2018,47.95586,,,,AD: Adjusted,DHS 2017-18,,EOF: End of fieldwork,2017-18,,0: Not Known
UNICEF:EDUCATION(1.0): Education,PAK: Pakistan,ED_CR_L1: Completion rate for children of primary school age,_T: Total,ISCED11_1: Primary education,Q3: Middle,_T: Total,PCNT: %,2018,64.40295,,,,AD: Adjusted,DHS 2017-18,,EOF: End of fieldwork,2017-18,,0: Not Known
UNICEF:EDUCATION(1.0): Education,PAK: Pakistan,ED_CR_L1: Completion rate for children of primary school age,_T: Total,ISCED11_1: Primary education,Q4: Fourth,_T: Total,PCNT: %,2018,77.87201,,,,AD: Adjusted,DHS 2017-18,,EOF: End of fieldwork,2017-18,,0: Not Known
UNICEF:EDUCATION(1.0): Education,PAK: Pakistan,ED_CR_L1: Completion rate for children of primary school age,_T: Total,ISCED11_1: Primary education,Q5: Highest,_T: Total,PCNT: %,2018,91.64233,,,,AD: Adjusted,DHS 2017-18,,EOF: End of fieldwork,2017-18,,0: Not Known
UNICEF:EDUCATION(1.0): Education,PAK: Pakistan,ED_CR_L1: Completion rate for children of primary school age,_T: Total,ISCED11_1: Primary education,_T: Total,R: Rural,PCNT: %,2018,51.5825,,,,AD: Adjusted,DHS 2017-18,,EOF: End of fieldwork,2017-18,,0: Not Known
UNICEF:EDUCATION(1.0): Education,PAK: Pakistan,ED_CR_L1: Completion rate for children of primary school age,_T: Total,ISCED11_1: Primary education,_T: Total,U: Urban,PCNT: %,2018,75.19635,,,,AD: Adjusted,DHS 2017-18,,EOF: End of fieldwork,2017-18,,0: Not Known
UNICEF:EDUCATION(1.0): Education,PAK: Pakistan,ED_CR_L1: Completion rate for children of primary school age,_T: Total,ISCED11_1: Primary education,_T: Total,_T: Total,PCNT: %,2018,59.63984,,,,AD: Adjusted,DHS 2017-18,,EOF: End of fieldwork,2017-18,,0: Not Known
UNICEF:EDUCATION(1.0): Education,PAK: Pakistan,ED_CR_L2: Completion rate for adolescents of lower secondary school age,F: Female,ISCED11_2: Lower secondary education,_T: Total,_T: Total,PCNT: %,2018,44.6224,,,,AD: Adjusted,DHS 2017-18,,EOF: End of fieldwork,2017-18,,0: Not Known
UNICEF:EDUCATION(1.0): Education,PAK: Pakistan,ED_CR_L2: Completion rate for adolescents of lower secondary school age,M: Male,ISCED11_2: Lower secondary education,_T: Total,_T: Total,PCNT: %,2018,54.69294,,,,AD: Adjusted,DHS 2017-18,,EOF: End of fieldwork,2017-18,,0: Not Known
UNICEF:EDUCATION(1.0): Education,PAK: Pakistan,ED_CR_L2: Completion rate for adolescents of lower secondary school age,_T: Total,ISCED11_2: Lower secondary education,Q1: Lowest,_T: Total,PCNT: %,2018,13.38451,,,,AD: Adjusted,DHS 2017-18,,EOF: End of fieldwork,2017-18,,0: Not Known
UNICEF:EDUCATION(1.0): Education,PAK: Pakistan,ED_CR_L2: Completion rate for adolescents of lower secondary school age,_T: Total,ISCED11_2: Lower secondary education,Q2: Second,_T: Total,PCNT: %,2018,34.37358,,,,AD: Adjusted,DHS 2017-18,,EOF: End of fieldwork,2017-18,,0: Not Known
UNICEF:EDUCATION(1.0): Education,PAK: Pakistan,ED_CR_L2: Completion rate for adolescents of lower secondary school age,_T: Total,ISCED11_2: Lower secondary education,Q3: Middle,_T: Total,PCNT: %,2018,51.52127,,,,AD: Adjusted,DHS 2017-18,,EOF: End of fieldwork,2017-18,,0: Not Known
UNICEF:EDUCATION(1.0): Education,PAK: Pakistan,ED_CR_L2: Completion rate for adolescents of lower secondary school age,_T: Total,ISCED11_2: Lower secondary education,Q4: Fourth,_T: Total,PCNT: %,2018,67.53458,,,,AD: Adjusted,DHS 2017-18,,EOF: End of fieldwork,2017-18,,0: Not Known
UNICEF:EDUCATION(1.0): Education,PAK: Pakistan,ED_CR_L2: Completion rate for adolescents of lower secondary school age,_T: Total,ISCED11_2: Lower secondary education,Q5: Highest,_T: Total,PCNT: %,2018,86.20669,,,,AD: Adjusted,DHS 2017-18,,EOF: End of fieldwork,2017-18,,0: Not Known
UNICEF:EDUCATION(1.0): Education,PAK: Pakistan,ED_CR_L2: Completion rate for adolescents of lower secondary school age,_T: Total,ISCED11_2: Lower secondary education,_T: Total,R: Rural,PCNT: %,2018,39.94139,,,,AD: Adjusted,DHS 2017-18,,EOF: End of fieldwork,2017-18,,0: Not Known
UNICEF:EDUCATION(1.0): Education,PAK: Pakistan,ED_CR_L2: Completion rate for adolescents of lower secondary school age,_T: Total,ISCED11_2: Lower secondary education,_T: Total,U: Urban,PCNT: %,2018,66.88448,,,,AD: Adjusted,DHS 2017-18,,EOF: End of fieldwork,2017-18,,0: Not Known
UNICEF:EDUCATION(1.0): Education,PAK: Pakistan,ED_CR_L2: Completion rate for adolescents of lower secondary school age,_T: Total,ISCED11_2: Lower secondary education,_T: Total,_T: Total,PCNT: %,2018,49.58477,,,,AD: Adjusted,DHS 2017-18,,EOF: End of fieldwork,2017-18,,0: Not Known
UNICEF:EDUCATION(1.0): Education,PAK: Pakistan,ED_CR_L3: Completion rate for youth of upper secondary education school age,F: Female,ISCED11_3: Upper secondary education,_T: Total,_T: Total,PCNT: %,2018,23.32813,,,,AD: Adjusted,DHS 2017-18,,EOF: End of fieldwork,2017-18,,0: Not Known
UNICEF:EDUCATION(1.0): Education,PAK: Pakistan,ED_CR_L3: Completion rate for youth of upper secondary education school age,M: Male,ISCED11_3: Upper secondary education,_T: Total,_T: Total,PCNT: %,2018,23.55985,,,,AD: Adjusted,DHS 2017-18,,EOF: End of fieldwork,2017-18,,0: Not Known
UNICEF:EDUCATION(1.0): Education,PAK: Pakistan,ED_CR_L3: Completion rate for youth of upper secondary education school age,_T: Total,ISCED11_3: Upper secondary education,Q1: Lowest,_T: Total,PCNT: %,2018,1.376288,,,,AD: Adjusted,DHS 2017-18,,EOF: End of fieldwork,2017-18,,0: Not Known
UNICEF:EDUCATION(1.0): Education,PAK: Pakistan,ED_CR_L3: Completion rate for youth of upper secondary education school age,_T: Total,ISCED11_3: Upper secondary education,Q2: Second,_T: Total,PCNT: %,2018,7.854268,,,,AD: Adjusted,DHS 2017-18,,EOF: End of fieldwork,2017-18,,0: Not Known
UNICEF:EDUCATION(1.0): Education,PAK: Pakistan,ED_CR_L3: Completion rate for youth of upper secondary education school age,_T: Total,ISCED11_3: Upper secondary education,Q3: Middle,_T: Total,PCNT: %,2018,15.12003,,,,AD: Adjusted,DHS 2017-18,,EOF: End of fieldwork,2017-18,,0: Not Known
UNICEF:EDUCATION(1.0): Education,PAK: Pakistan,ED_CR_L3: Completion rate for youth of upper secondary education school age,_T: Total,ISCED11_3: Upper secondary education,Q4: Fourth,_T: Total,PCNT: %,2018,29.60991,,,,AD: Adjusted,DHS 2017-18,,EOF: End of fieldwork,2017-18,,0: Not Known
UNICEF:EDUCATION(1.0): Education,PAK: Pakistan,ED_CR_L3: Completion rate for youth of upper secondary education school age,_T: Total,ISCED11_3: Upper secondary education,Q5: Highest,_T: Total,PCNT: %,2018,55.06577,,,,AD: Adjusted,DHS 2017-18,,EOF: End of fieldwork,2017-18,,0: Not Known
UNICEF:EDUCATION(1.0): Education,PAK: Pakistan,ED_CR_L3: Completion rate for youth of upper secondary education school age,_T: Total,ISCED11_3: Upper secondary education,_T: Total,R: Rural,PCNT: %,2018,15.45427,,,,AD: Adjusted,DHS 2017-18,,EOF: End of fieldwork,2017-18,,0: Not Known
UNICEF:EDUCATION(1.0): Education,PAK: Pakistan,ED_CR_L3: Completion rate for youth of upper secondary education school age,_T: Total,ISCED11_3: Upper secondary education,_T: Total,U: Urban,PCNT: %,2018,35.3156,,,,AD: Adjusted,DHS 2017-18,,EOF: End of fieldwork,2017-18,,0: Not Known
UNICEF:EDUCATION(1.0): Education,PAK: Pakistan,ED_CR_L3: Completion rate for youth of upper secondary education school age,_T: Total,ISCED11_3: Upper secondary education,_T: Total,_T: Total,PCNT: %,2018,23.43825,,,,AD: Adjusted,DHS 2017-18,,EOF: End of fieldwork,2017-18,,0: Not Known
UNICEF:EDUCATION(1.0): Education,PAK: Pakistan,ED_MAT_G23: Proportion of students in Grade 2 or 3 achieving at least a minimum proficiency level in mathematics,F: Female,GRAD23: Grade 2 or 3 of primary school,_T: Total,_T: Total,PCNT: %,2016,15.5,,,,,UNSD Global SDG Database,,,2016,,
UNICEF:EDUCATION(1.0): Education,PAK: Pakistan,ED_MAT_G23: Proportion of students in Grade 2 or 3 achieving at least a minimum proficiency level in mathematics,M: Male,GRAD23: Grade 2 or 3 of primary school,_T: Total,_T: Total,PCNT: %,2016,13.9,,,,,UNSD Global SDG Database,,,2016,,
UNICEF:EDUCATION(1.0): Education,PAK: Pakistan,ED_MAT_G23: Proportion of students in Grade 2 or 3 achieving at least a minimum proficiency level in mathematics,_T: Total,GRAD23: Grade 2 or 3 of primary school,_T: Total,_T: Total,PCNT: %,2016,14.5,,,,,UNSD Global SDG Database,,,2016,,
UNICEF:EDUCATION(1.0): Education,PAK: Pakistan,ED_MAT_L1: Proportion of students at the end of primary achieving at least a minimum proficiency level in mathematics,F: Female,ISCED11_1: Primary education,_T: Total,_T: Total,PCNT: %,2016,49.2,,,,,UNSD Global SDG Database,,,2016,,
UNICEF:EDUCATION(1.0): Education,PAK: Pakistan,ED_MAT_L1: Proportion of students at the end of primary achieving at least a minimum proficiency level in mathematics,M: Male,ISCED11_1: Primary education,_T: Total,_T: Total,PCNT: %,2016,47.9,,,,,UNSD Global SDG Database,,,2016,,
UNICEF:EDUCATION(1.0): Education,PAK: Pakistan,ED_MAT_L1: Proportion of students at the end of primary achieving at least a minimum proficiency level in mathematics,_T: Total,ISCED11_1: Primary education,_T: Total,_T: Total,PCNT: %,2019,8,,,,,UNSD Global SDG Database,,,2019,,
UNICEF:EDUCATION(1.0): Education,PAK: Pakistan,ED_READ_G23: Proportion of students in Grade 2 or 3 achieving at least a minimum proficiency level in reading,_T: Total,GRAD23: Grade 2 or 3 of primary school,_T: Total,_T: Total,PCNT: %,2014,35,,,,,UNSD Global SDG Database,,,2014,,
UNICEF:EDUCATION(1.0): Education,PAK: Pakistan,ED_READ_L1: Proportion of students at the end of primary achieving at least a minimum proficiency level in reading,F: Female,ISCED11_1: Primary education,_T: Total,_T: Total,PCNT: %,2016,53.5,,,,,UNSD Global SDG Database,,,2016,,
UNICEF:EDUCATION(1.0): Education,PAK: Pakistan,ED_READ_L1: Proportion of students at the end of primary achieving at least a minimum proficiency level in reading,M: Male,ISCED11_1: Primary education,_T: Total,_T: Total,PCNT: %,2016,51.3,,,,,UNSD Global SDG Database,,,2016,,
UNICEF:EDUCATION(1.0): Education,PAK: Pakistan,ED_READ_L1: Proportion of students at the end of primary achieving at least a minimum proficiency level in reading,_T: Total,ISCED11_1: Primary education,_T: Total,_T: Total,PCNT: %,2016,52.1,,,,,UNSD Global SDG Database,,,2016,,
UNICEF:EDUCATION(1.0): Education,PAK: Pakistan,ED_ROFST_L1: Out-of-school rate for children of primary school age,F: Female,ISCED11_1: Primary education,_T: Total,_T: Total,PCNT: %,2018,26.7,,,,AD: Adjusted,DHS 2017-18,,EOF: End of fieldwork,2017-18,,0: Not Known
UNICEF:EDUCATION(1.0): Education,PAK: Pakistan,ED_ROFST_L1: Out-of-school rate for children of primary school age,M: Male,ISCED11_1: Primary education,_T: Total,_T: Total,PCNT: %,2018,19.4,,,,AD: Adjusted,DHS 2017-18,,EOF: End of fieldwork,2017-18,,0: Not Known
UNICEF:EDUCATION(1.0): Education,PAK: Pakistan,ED_ROFST_L1: Out-of-school rate for children of primary school age,_T: Total,ISCED11_1: Primary education,Q1: Lowest,_T: Total,PCNT: %,2018,50.4,,,,AD: Adjusted,DHS 2017-18,,EOF: End of fieldwork,2017-18,,0: Not Known
UNICEF:EDUCATION(1.0): Education,PAK: Pakistan,ED_ROFST_L1: Out-of-school rate for children of primary school age,_T: Total,ISCED11_1: Primary education,Q2: Second,_T: Total,PCNT: %,2018,24.4,,,,AD: Adjusted,DHS 2017-18,,EOF: End of fieldwork,2017-18,,0: Not Known
UNICEF:EDUCATION(1.0): Education,PAK: Pakistan,ED_ROFST_L1: Out-of-school rate for children of primary school age,_T: Total,ISCED11_1: Primary education,Q3: Middle,_T: Total,PCNT: %,2018,13.9,,,,AD: Adjusted,DHS 2017-18,,EOF: End of fieldwork,2017-18,,0: Not Known
UNICEF:EDUCATION(1.0): Education,PAK: Pakistan,ED_ROFST_L1: Out-of-school rate for children of primary school age,_T: Total,ISCED11_1: Primary education,Q4: Fourth,_T: Total,PCNT: %,2018,7.7,,,,AD: Adjusted,DHS 2017-18,,EOF: End of fieldwork,2017-18,,0: Not Known
UNICEF:EDUCATION(1.0): Education,PAK: Pakistan,ED_ROFST_L1: Out-of-school rate for children of primary school age,_T: Total,ISCED11_1: Primary education,Q5: Highest,_T: Total,PCNT: %,2018,4.4,,,,AD: Adjusted,DHS 2017-18,,EOF: End of fieldwork,2017-18,,0: Not Known
UNICEF:EDUCATION(1.0): Education,PAK: Pakistan,ED_ROFST_L1: Out-of-school rate for children of primary school age,_T: Total,ISCED11_1: Primary education,_T: Total,R: Rural,PCNT: %,2018,28.1,,,,AD: Adjusted,DHS 2017-18,,EOF: End of fieldwork,2017-18,,0: Not Known
UNICEF:EDUCATION(1.0): Education,PAK: Pakistan,ED_ROFST_L1: Out-of-school rate for children of primary school age,_T: Total,ISCED11_1: Primary education,_T: Total,U: Urban,PCNT: %,2018,12,,,,AD: Adjusted,DHS 2017-18,,EOF: End of fieldwork,2017-18,,0: Not Known
UNICEF:EDUCATION(1.0): Education,PAK: Pakistan,ED_ROFST_L1: Out-of-school rate for children of primary school age,_T: Total,ISCED11_1: Primary education,_T: Total,_T: Total,PCNT: %,2018,23,,,,AD: Adjusted,DHS 2017-18,,EOF: End of fieldwork,2017-18,,0: Not Known
UNICEF:EDUCATION(1.0): Education,PAK: Pakistan,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,F: Female,ISCED11_2: Lower secondary education,_T: Total,_T: Total,PCNT: %,2018,31.9296,,,,AD: Adjusted,DHS 2017-18,,EOF: End of fieldwork,2017-18,,0: Not Known
UNICEF:EDUCATION(1.0): Education,PAK: Pakistan,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,M: Male,ISCED11_2: Lower secondary education,_T: Total,_T: Total,PCNT: %,2018,21.73013,,,,AD: Adjusted,DHS 2017-18,,EOF: End of fieldwork,2017-18,,0: Not Known
UNICEF:EDUCATION(1.0): Education,PAK: Pakistan,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,_T: Total,ISCED11_2: Lower secondary education,Q1: Lowest,_T: Total,PCNT: %,2018,55.12785,,,,AD: Adjusted,DHS 2017-18,,EOF: End of fieldwork,2017-18,,0: Not Known
UNICEF:EDUCATION(1.0): Education,PAK: Pakistan,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,_T: Total,ISCED11_2: Lower secondary education,Q2: Second,_T: Total,PCNT: %,2018,30.59549,,,,AD: Adjusted,DHS 2017-18,,EOF: End of fieldwork,2017-18,,0: Not Known
UNICEF:EDUCATION(1.0): Education,PAK: Pakistan,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,_T: Total,ISCED11_2: Lower secondary education,Q3: Middle,_T: Total,PCNT: %,2018,19.15482,,,,AD: Adjusted,DHS 2017-18,,EOF: End of fieldwork,2017-18,,0: Not Known
UNICEF:EDUCATION(1.0): Education,PAK: Pakistan,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,_T: Total,ISCED11_2: Lower secondary education,Q4: Fourth,_T: Total,PCNT: %,2018,15.07569,,,,AD: Adjusted,DHS 2017-18,,EOF: End of fieldwork,2017-18,,0: Not Known
UNICEF:EDUCATION(1.0): Education,PAK: Pakistan,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,_T: Total,ISCED11_2: Lower secondary education,Q5: Highest,_T: Total,PCNT: %,2018,6.873327,,,,AD: Adjusted,DHS 2017-18,,EOF: End of fieldwork,2017-18,,0: Not Known
UNICEF:EDUCATION(1.0): Education,PAK: Pakistan,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,_T: Total,ISCED11_2: Lower secondary education,_T: Total,R: Rural,PCNT: %,2018,31.39562,,,,AD: Adjusted,DHS 2017-18,,EOF: End of fieldwork,2017-18,,0: Not Known
UNICEF:EDUCATION(1.0): Education,PAK: Pakistan,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,_T: Total,ISCED11_2: Lower secondary education,_T: Total,U: Urban,PCNT: %,2018,18.48943,,,,AD: Adjusted,DHS 2017-18,,EOF: End of fieldwork,2017-18,,0: Not Known
UNICEF:EDUCATION(1.0): Education,PAK: Pakistan,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,_T: Total,ISCED11_2: Lower secondary education,_T: Total,_T: Total,PCNT: %,2018,26.92841,,,,AD: Adjusted,DHS 2017-18,,EOF: End of fieldwork,2017-18,,0: Not Known
UNICEF:EDUCATION(1.0): Education,PAK: Pakistan,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,F: Female,ISCED11_3: Upper secondary education,_T: Total,_T: Total,PCNT: %,2018,54.18528,,,,AD: Adjusted,DHS 2017-18,,EOF: End of fieldwork,2017-18,,0: Not Known
UNICEF:EDUCATION(1.0): Education,PAK: Pakistan,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,M: Male,ISCED11_3: Upper secondary education,_T: Total,_T: Total,PCNT: %,2018,37.50057,,,,AD: Adjusted,DHS 2017-18,,EOF: End of fieldwork,2017-18,,0: Not Known
UNICEF:EDUCATION(1.0): Education,PAK: Pakistan,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,_T: Total,ISCED11_3: Upper secondary education,Q1: Lowest,_T: Total,PCNT: %,2018,75.00963,,,,AD: Adjusted,DHS 2017-18,,EOF: End of fieldwork,2017-18,,0: Not Known
UNICEF:EDUCATION(1.0): Education,PAK: Pakistan,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,_T: Total,ISCED11_3: Upper secondary education,Q2: Second,_T: Total,PCNT: %,2018,57.3759,,,,AD: Adjusted,DHS 2017-18,,EOF: End of fieldwork,2017-18,,0: Not Known
UNICEF:EDUCATION(1.0): Education,PAK: Pakistan,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,_T: Total,ISCED11_3: Upper secondary education,Q3: Middle,_T: Total,PCNT: %,2018,44.53671,,,,AD: Adjusted,DHS 2017-18,,EOF: End of fieldwork,2017-18,,0: Not Known
UNICEF:EDUCATION(1.0): Education,PAK: Pakistan,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,_T: Total,ISCED11_3: Upper secondary education,Q4: Fourth,_T: Total,PCNT: %,2018,31.07067,,,,AD: Adjusted,DHS 2017-18,,EOF: End of fieldwork,2017-18,,0: Not Known
UNICEF:EDUCATION(1.0): Education,PAK: Pakistan,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,_T: Total,ISCED11_3: Upper secondary education,Q5: Highest,_T: Total,PCNT: %,2018,13.52067,,,,AD: Adjusted,DHS 2017-18,,EOF: End of fieldwork,2017-18,,0: Not Known
